編號 >>> 店家名稱
32129 >>> 全家便利商店 台南新安平店
32131 >>> 全家便利商店 台南長順店
32132 >>> 全家便利商店 台南好運店
32133 >>> 全家便利商店 台南和順店
32135 >>> 全家便利商店 台南建平店
32139 >>> 全家便利商店 台南和緯店
32142 >>> 全家便利商店 台南常榮店
32143 >>> 全家便利商店 台南建平店
32146 >>> 全家便利商店 台南康裕店
32151 >>> 全家便利商店 台南文成店
32152 >>> 全家便利商店 台南新康華店
32153 >>> 全家便利商店 台南公園店 
32156 >>> 全家便利商店 台南國宅店
32158 >>> 全家便利商店 台南新和店
32163 >>> 全家便利商店 台南新崇義店
32164 >>> 全家便利商店 台南康平店
32166 >>> 全家便利商店 台南安中店
32168 >>> OK便利商店 台南仁和店
32170 >>> 全家便利商店 台南北園店
32171 >>> 全家便利商店 台南府南店
32174 >>> 全家便利商店 台南南紡店
32175 >>> 全家便利商店 台南東平店
32178 >>> 全家便利商店 台南北成店
32179 >>> 全家便利商店 台南國安店
32184 >>> 全家便利商店 台南神鷹店
32186 >>> 全家便利商店 台南興德店
32192 >>> 全家便利商店 玉井民生店
32202 >>> 全家便利商店 台南安南店
32203 >>> 全家便利商店 台南安慶店
32205 >>> 全家便利商店 台南大安店
32206 >>> 全家便利商店 台南新安田店
32207 >>> 全家便利商店 台南土城店
32211 >>> 全家便利商店 台南新本原店
32242 >>> 7-ELEVEN 城中門市
32243 >>> 7-ELEVEN 台江門市
32244 >>> 7-ELEVEN 安同門市
32248 >>> 全家便利商店 台南台江店
32250 >>> 7-ELEVEN 逢安門市 
32256 >>> 全家便利商店 台南安富店
32259 >>> 7-ELEVEN 明安門市
32263 >>> 7-ELEVEN 聖安門市
32270 >>> 全家便利商店 台南育德店
32271 >>> 全家便利商店 台南河美店
32272 >>> 全家便利商店 永康新民店
32288 >>> 全家便利商店 世界店
32289 >>> 7-ELEVEN 期建門市
32301 >>> 全家便利商店 安定保安店
32302 >>> 全家便利商店 西港新興店
32305 >>> 全家便利商店 西港港美店
32307 >>> 全家便利商店 西港南海店
32318 >>> 全家便利商店 麻豆興民店
32319 >>> 全家便利商店 麻豆興中店
32323 >>> 7-ELEVEN 華平門市
32326 >>> 7-ELEVEN 郡豐門市
32328 >>> 7-ELEVEN 建平門市
32329 >>> 7-ELEVEN 建平門市
32338 >>> 義美食品 台南安平門市
32341 >>> 美廉社 台南新孝店
32345 >>> 全家便利商店 台南灣裡店
32350 >>> 全家便利商店 三喜店
32351 >>> 全家便利商店 台南永寧店
32354 >>> 美廉社 台南新都店
32355 >>> 全家便利商店 台南萬年店
32362 >>> 全家便利商店 台南崇德店
32363 >>> 7-ELEVEN 鯤鯓門市
32365 >>> 全家便利商店 台南東文店
32369 >>> 7-ELEVEN 水交社門市
32370 >>> 萊爾富便利商店 台南南都店
32377 >>> 7-ELEVEN 永成門市
32380 >>> 義美食品 台南金華門市
32381 >>> 7-ELEVEN 欣大林門市
32383 >>> 全家便利商店 台南虎尾寮店
32384 >>> 7-ELEVEN 金昇門市
32386 >>> 義美食品 台南裕農門市
32390 >>> 全家便利商店 仁德二仁店 
32398 >>> 全家便利商店 永康永德店
32404 >>> 全家便利商店 永康華興店
32409 >>> 全家便利商店 仁德仁紡店
32416 >>> 全家便利商店 關廟旺萊店
32418 >>> 義美食品 成大門市
32419 >>> 美廉社 台南南台店
32420 >>> 全家便利商店 善化興華店
32421 >>> 全家便利商店 永康廣興店
32422 >>> 全家便利商店 善化和平店
32425 >>> 全家便利商店 關廟南雄店
32428 >>> 全家便利商店 善化光文店
32449 >>> 7-ELEVEN 華園門市
32473 >>> 全家便利商店 永康華興店
32474 >>> 全家便利商店 永康永明店
32477 >>> 全家便利商店 永康正南一店
32478 >>> 全家便利商店 永康新永安店
32506 >>> 7-ELEVEN 新康華門市 OPENXSANRIO聯名店
32512 >>> 7-ELEVEN 雙永門市
32516 >>> 全家便利商店 群創六門市
32528 >>> 全家便利商店 仁德二空店
32550 >>> 7-ELEVEN 臻品門市
32556 >>> 全家便利商店 歸仁長榮店
32561 >>> 全家便利商店 西港慶安店
32562 >>> 全家便利商店 安定善高店
32568 >>> 全家便利商店 下營中山店
32571 >>> 全家便利商店 官田新田店
32572 >>> 全家便利商店 佳里中山店
32573 >>> 7-ELEVEN 佳里門市
32574 >>> 全家便利商店 新市遠科大店
32575 >>> 全家便利商店 新市清水店
32581 >>> 全家便利商店 新市群創一店
32593 >>> 7-ELEVEN 仁德門市
32598 >>> 7-ELEVEN 高梓門市
32603 >>> 7-ELEVEN 華立門市
32607 >>> 全家便利商店 仁德中二店
32608 >>> 全家便利商店 裕義店
32613 >>> 全家便利商店 台南中平店
32614 >>> 全家便利商店 台南德東店
32619 >>> 義美食品 台南長榮門市
32627 >>> 全家便利商店 崇善門市
32639 >>> 7-ELEVEN 崇華門市
32653 >>> 7-ELEVEN 衛國門市
32656 >>> 全家便利商店 仁德中一店
32661 >>> 7-ELEVEN 社頂門市
32663 >>> 全家便利商店 新營新興店
32665 >>> 全家便利商店 新營民興店
32670 >>> 7-ELEVEN 鼎富門市
32676 >>> 萊爾富便利商店 新化知義店
32677 >>> 全家便利商店 關廟86
32688 >>> 全家便利商店 六甲新民店
32692 >>> 全家便利商店 六甲民生附店
32699 >>> 7-ELEVEN 新北中門市
32712 >>> 7-ELEVEN 果毅門市
32714 >>> 全家便利商店 工業研究院門市
32715 >>> 萊爾富便利商店 白河美人店
32719 >>> 全家便利商店 柳營重溪店
32724 >>> 7-ELEVEN 荷韻門市
32731 >>> 全家便利商店 白河昶興店 
32739 >>> 7-ELEVEN 華億門市
32751 >>> 全家便利商店 麻豆新樓店
32758 >>> 7-ELEVEN 真新門市
32766 >>> 全家便利商店 學甲狀元店
32767 >>> 全家便利商店 學甲安得富店
32771 >>> 全家便利商店 後璧茄苳店
32773 >>> 全家便利商店 新營國道北店
32775 >>> 全家便利商店 新營國道南店
32778 >>> 全家便利商店 新營國道北店
32792 >>> 全家便利商店 新市大社店
32797 >>> 全家便利商店 新市陽光店
32798 >>> 全家便利商店 新市新和店
32799 >>> 全家便利商店 善化啤酒店
32801 >>> 全家便利商店 新市光華店
32802 >>> 全家便利商店 新市華興店
32805 >>> 全家便利商店 新市民林店
32809 >>> 全家便利商店 新市群創七店
32810 >>> 全家便利商店 新市群創二店
32811 >>> 全家便利商店 新市聯科店
32813 >>> 7-ELEVEN 松美門市
32816 >>> 全家便利商店 善化正國店
32818 >>> 全家便利商店 新市群科店
32820 >>> 全家便利商店 善化住華店
32821 >>> 7-ELEVEN 善良門市
32824 >>> 7-ELEVEN 觀亭門市
32827 >>> 7-ELEVEN 紅瓦厝門市
32828 >>> 全家便利商店 旗山車站店
32835 >>> 7-ELEVEN 知母義門市
32842 >>> 美廉社 左營介壽店
32848 >>> 全家便利商店 柳營敏惠店
32850 >>> 全家便利商店 南紙
32852 >>> 全家便利商店 新營東興店
32854 >>> 全家便利商店 新營和平店
32858 >>> 7-ELEVEN 新裕新門市
32859 >>> 全家便利商店 新營車站店
32863 >>> 全家便利商店 新營裕民店
32864 >>> 全家便利商店 新營三族店
32865 >>> 全家便利商店 新營中興店
32868 >>> 全家便利商店 新營帝寶店
32870 >>> 全家便利商店 新迎南新店
32873 >>> 全家便利商店 新營華新店
32879 >>> 7-ELEVEN 鹽生門市
32880 >>> 全家便利商店 和平店
32882 >>> 蜜鄰便利超市 台南東門店
32889 >>> 7-ELEVEN 新六廠門市 
32908 >>> 全家便利商店 鹿草福祿店
32910 >>> 全家便利商店 中埔中華店
32912 >>> 全家便利商店 中埔頂山門店
32913 >>> 全家便利商店 朴子牛挑灣店
32916 >>> 美廉社 水上忠孝店
32918 >>> 全家便利商店 新市群創四店
32920 >>> 7-ELEVEN 三舍門市
32923 >>> 7-ELEVEN 高吉門市
32924 >>> 7-ELEVEN 潭頂門市
32934 >>> OK便利商店 高雄西子灣店
32938 >>> 全家便利商店 高雄文信店
32944 >>> 全家便利商店 高雄青海店
32945 >>> 全家便利商店 哈瑪星
32949 >>> 全家便利商店 高雄新美店
32953 >>> 全家便利商店 高雄天誠店
32965 >>> 萊爾富便利商店 鼓山華泰門市
32968 >>> 全家便利商店 高雄裕民店 
32977 >>> 全家便利商店 高雄臨一店
32978 >>> 全家便利商店 高雄龍德店
32981 >>> 全家便利商店 高雄美舞店
32989 >>> 全家便利商店 高美館 四季店
32993 >>> 美廉社 鼓山臨海店
32996 >>> 全家便利商店 高雄錢櫃店
32998 >>> 全家便利商店 高雄三鳳店
33001 >>> 全家便利商店 高雄新樂店
33002 >>> 全家便利商店 高雄中華店
33005 >>> 7-ELEVEN 龍順門市
33006 >>> 全家便利商店 高雄瑞華店
33007 >>> 全家便利商店 高雄榮安店
33011 >>> 全家便利商店 高雄寶成店
33012 >>> 7-ELEVEN 美朵門市
33017 >>> 7-ELEVEN 藏美門市
33026 >>> OK便利商店 高雄新盛店
33029 >>> 全家便利商店 高雄市府店
33030 >>> 全家便利商店 高雄樂活店
33040 >>> 全家便利商店 高雄美麗綻店
33042 >>> 全家便利商店 高雄文橫店
33044 >>> 全家便利商店 高雄林庭店
33047 >>> 全家便利商店 高雄福華店
33048 >>> OK便利商店 高雄興中店
33050 >>> 全家便利商店 高雄民族店
33055 >>> 全家便利商店 高雄仁愛店
33057 >>> 全家便利商店 高雄五福店
33059 >>> 全家便利商店 高雄豐強店
33060 >>> 全家便利商店 高雄武聖店 
33061 >>> 全家便利商店 高雄永昌店
33064 >>> 美廉社 苓雅苓雅二店
33066 >>> 全家便利商店 高雄中福店
33068 >>> 全家便利商店 高雄真愛店
33071 >>> 7-ELEVEN 愛仁門市
33073 >>> 義美食品 高雄中正門市
33074 >>> 全家便利商店 高雄亞太店
33075 >>> 7-ELEVEN 美田門市
33076 >>> 全家便利商店 高雄東榮店
33077 >>> 全家便利商店 高雄四維店 
33078 >>> 全家便利商店 高雄廣泉店
33079 >>> 全家便利商店 高雄尚義店
33081 >>> 全家便利商店 森永店 
33082 >>> 美廉社 新興復橫店
33083 >>> 全家便利商店 高雄大遠百店
33084 >>> 蜜鄰便利超市 高雄七賢店
33085 >>> 7-ELEVEN 史努比聯名-瑞賢門市
33086 >>> 全家便利商店 高雄實踐店
33087 >>> 義美食品 高雄苓雅門市
33090 >>> 全家便利商店 高雄心誠店 
33097 >>> 全家便利商店 高雄福山店 
33099 >>> 全家便利商店 高雄皇家店
33100 >>> 全家便利商店 高雄武仁店 
33101 >>> 全家便利商店 高雄摩天店
33103 >>> 全家便利商店 鄭和門市
33108 >>> 全家便利商店 高雄華江店
33109 >>> 全家便利商店 新義門市
33110 >>> 全家便利商店 高雄星光店
33111 >>> 全家便利商店 新二聖店
33113 >>> 美廉社 苓雅廣東店
33116 >>> 萊爾富便利商店 高市英祥店
33119 >>> 7-ELEVEN 朝日門市
33122 >>> 全家便利商店 高雄翠北店 
33124 >>> 全家便利商店 高雄高中店
33125 >>> 全家便利商店 高雄瑞東店
33127 >>> 全家便利商店 高雄林心店
33130 >>> 全家便利商店 高雄德安店
33132 >>> 全家便利商店 高雄大魯閣店
33135 >>> 美廉社 前鎮長江店
33143 >>> 全家便利商店 高雄鄭和店
33149 >>> 7-ELEVEN 新光和門市
33156 >>> 萊爾富便利商店 高市漁港店
33172 >>> 全家便利商店 高雄育樂店
33179 >>> 美廉社 前鎮廉江店
33185 >>> 美廉社 高雄崗山南店
33188 >>> 義美食品 高雄瑞隆門市
33191 >>> 蜜鄰便利商店 高雄光華直營店
33198 >>> 全家便利商店 鳳山華興店
33200 >>> 全家便利商店 三誠店
33202 >>> 全家便利商店 鳳山自強店
33212 >>> 全家便利商店 高雄東榮店
33227 >>> 全家便利商店 高雄尚義店
33236 >>> 7-ELEVEN 興陽門市
33241 >>> 7-ELEVEN 傑森門市
33243 >>> 全家便利商店 高雄凱歌店
33248 >>> 全家便利商店 高雄長明店
33249 >>> 全家便利商店 高雄民如店
33263 >>> 全家便利商店 高雄陽明店
33271 >>> 全家便利商店 鳳山文華店 
33278 >>> 7-ELEVEN 駁藝門市
33281 >>> 蜜鄰便利超市 高雄大勇店
33282 >>> 全家便利商店 高雄福王店
33284 >>> 義美食品 高雄鹽埕門市
33288 >>> 7-ELEVEN 崛星門市
33290 >>> 全家便利商店 高雄豐強店
33291 >>> 全家便利商店 旗津天后店
33292 >>> 全家便利商店 高雄車頭店
33294 >>> 全家便利商店 高雄重慶店
33295 >>> 全家便利商店 高雄九華店
33300 >>> 全家便利商店 高雄安和店
33302 >>> 全家便利商店 高雄鼎勇店
33308 >>> 全家便利商店 高雄明鳳店
33312 >>> 義美食品 高雄大昌門市
33313 >>> 全家便利商店 仁武鳳仁店
33314 >>> 全家便利商店 仁武澄合店 
33315 >>> 全家便利商店 仁武仁龍店
33316 >>> 全家便利商店 仁武澄觀店
33317 >>> 全家便利商店 仁武仁德店
33318 >>> 全家便利商店 仁武五和店
33321 >>> 全家便利商店 仁武仁塑店
33344 >>> 全家便利商店 大興店 
33346 >>> 全家便利商店 高雄鼎祥店
33348 >>> 全家便利商店 高雄醫學店
33349 >>> 全家便利商店 新裕店 
33352 >>> 全家便利商店 清華店
33353 >>> 全家便利商店 高雄覺禮店
33356 >>> 全家便利商店 興融店
33357 >>> 全家便利商店 高雄建工店
33359 >>> 全家便利商店 高雄醫學三店
33360 >>> 美廉社 三民灣復店
33366 >>> 全家便利商店 高雄壽昌店
33368 >>> 7-ELEVEN 皓東門市
33374 >>> 全家便利商店 路竹竹東店
33378 >>> 7-ELEVEN 路科門市
33382 >>> 7-ELEVEN 元茗門市
33386 >>> 美廉社 灣中店
33389 >>> 全家便利商店 高雄鼎中店
33392 >>> 全家便利商店 凱歌門市
33399 >>> 7-ELEVEN 建志門市
33403 >>> 全家便利商店 高雄黃興店
33407 >>> 美廉社 三民北平店
33411 >>> 7-ELEVEN 鼎中門市
33414 >>> 全家便利商店 高雄春豐店
33417 >>> 美廉社 三民鼎貴店
33418 >>> 義美食品 十全門市
33422 >>> 美廉社 三民瀋陽店
33434 >>> 全家便利商店 高雄重和店
33437 >>> 全家便利商店 高雄曾德店
33441 >>> 全家便利商店 高雄市集店
33442 >>> 全家便利商店 高雄左站店
33451 >>> 全家便利商店 高雄果豐店
33453 >>> 全家便利商店 高雄紅樓店
33464 >>> 7-ELEVEN 重惠門市
33475 >>> 7-ELEVEN 豐園門市 
33479 >>> 全家便利商店 高雄富華店
33493 >>> 萊爾富便利商店 左營廟東店
33511 >>> 7-ELEVEN 文漾門市
33513 >>> 7-ELEVEN 光尚門市
33518 >>> 全家便利商店 岡山竹東店
33529 >>> 全家便利商店 岡山飛行店
33536 >>> 7-ELEVEN 森鴻門市
33539 >>> 7-ELEVEN 岡好門市
33546 >>> 7-ELEVEN 嘉興門市
33552 >>> 蜜鄰便利超市 岡山中山店
33566 >>> 全家便利商店 橋頭建樹店
33570 >>> 全家便利商店 機場店 
33577 >>> 全家便利商店 梓官蚵仔寮店
33578 >>> 全家便利商店 梓官光明店 
33579 >>> 全家便利商店 大社萬津店
33580 >>> 7-ELEVEN 高第一角落生物聯名店
33583 >>> 全家便利商店 林園文林店
33584 >>> 全家便利商店 林園鑫園店
33585 >>> 7-ELEVEN 新東專門市
33587 >>> 全家便利商店 橋頭萬歲店
33594 >>> 美廉社 旗津通山店
33599 >>> 全家便利商店 高雄漢苓店
33601 >>> 全家便利商店 高雄民益店 
33602 >>> 全家便利商店 高雄宏光店
33603 >>> 全家便利商店 山明店
33604 >>> 全家便利商店 高雄金鋼店 
33605 >>> 全家便利商店 高雄桂陽店
33606 >>> 全家便利商店 大林蒲門市
33607 >>> 全家便利商店 高雄沿海店
33608 >>> 全家便利商店 高雄機場店
33610 >>> 全家便利商店 高雄康莊店
33615 >>> 7-ELEVEN 宏華門市
33626 >>> 7-ELEVEN 永益門市
33631 >>> 全家便利商店 高雄立群店
33636 >>> 7-ELEVEN -坪高門市
33639 >>> 全家便利商店 高雄旭日店
33653 >>> 全家便利商店 鳳山海洋店
33655 >>> 7-ELEVEN 其美門市
33656 >>> 全家便利商店 鳳山新富店
33660 >>> 全家便利商店 鳳山凱旋店
33661 >>> 全家便利商店 鳳山新福店 
33662 >>> 全家便利商店 鳳山天興店
33665 >>> 7-ELEVEN 鳳儀門市
33667 >>> 全家便利商店 鳳山鳳彥店
33672 >>> 全家便利商店 鳳山天興店
33673 >>> 全家便利商店 鳳山新強店
33679 >>> 全家便利商店 高雄義明店
33681 >>> 全家便利商店 鳳山誠義店
33686 >>> 全家便利商店 義大二店
33689 >>> 全家便利商店 橋頭糖廠店 
33692 >>> 全家便利商店 大樹義大一店
33694 >>> 全家便利商店 後勁門市
33701 >>> 全家便利商店 高雄科大店
33717 >>> 全家便利商店 一甲門市台
33719 >>> 7-ELEVEN 路飛門市
33720 >>> 7-ELEVEN 合行門市
33723 >>> 7-ELEVEN 維新門市
33725 >>> 7-ELEVEN 彌盛門市
33730 >>> 7-ELEVEN 彌安門市
33735 >>> 全家便利商店 燕巢新民店 
33736 >>> 全家便利商店 燕巢義大店
33739 >>> 全家便利商店 燕巢興師大店
33745 >>> 7-ELEVEN 樹科門市
33749 >>> 全家便利商店 高雄新創店
33751 >>> 全家便利商店 高雄創金店
33752 >>> 全家便利商店 高雄土庫店
33756 >>> 全家便利商店 橋頭萬歲店
33759 >>> 7-ELEVEN 大社門市
33762 >>> 萊爾富便利商店 大樹義大店
33768 >>> 全家便利商店 大社翠屏店
33770 >>> 全家便利商店 大樹義邦店
33772 >>> 7-ELEVEN 華社門市
33773 >>> 全家便利商店 大樹義邦店
33774 >>> 全家便利商店 大樹義城店
33775 >>> 全家便利商店 橋頭鳳凰店
33778 >>> 全家便利商店 高雄惠豐店
33785 >>> 7-ELEVEN 三隆門市
33791 >>> 全家便利商店 大發江山店
33793 >>> 全家便利商店 高雄大發翁園店
33796 >>> 全家便利商店 大發仁愛店
33807 >>> 7-ELEVEN 鳳捷門市
33808 >>> 全家便利商店 大發內厝店
33813 >>> 全家便利商店 大發中庄店
33818 >>> 全家便利商店 大發新發店
33821 >>> 全家便利商店 大發輔大店
33823 >>> 萊爾富便利商店 大寮潮龍店
33827 >>> 全家便利商店 大發萬翁店
33830 >>> 全家便利商店 大發仁忠店
33836 >>> 全家便利商店 高雄民昌店
33840 >>> 全家便利商店 高雄大西店
33842 >>> 7-ELEVEN 豐創門市
33849 >>> 7-ELEVEN 廣昌門市
33850 >>> 全家便利商店 日月光八店
33851 >>> 7-ELEVEN 新後昌門市
33853 >>> 7-ELEVEN 高昌門市
33867 >>> 萊爾富便利超商 高大店
33872 >>> 7-ELEVEN 祥嘉門市
33877 >>> 7-ELEVEN 梓聖店
33885 >>> 7-ELEVEN 學高門市
33888 >>> 7-ELEVEN 雙德門市
33890 >>> 7-ELEVEN 樂民門市
33892 >>> 全家便利商店 高雄鑫昌店
33894 >>> 全家便利商店 高雄高大店
33895 >>> 7-ELEVEN 正港門市
33896 >>> 7-ELEVEN 月光門市 
33904 >>> 全家便利商店 湖內大湖店
33905 >>> 7-ELEVEN 千湖門市
33918 >>> 7-ELEVEN 興達港門市
33920 >>> 全家便利商店 茄萣民治店
33923 >>> 全家便利商店 高雄屏信店
33930 >>> 全家便利商店 鳥松大仁店
33932 >>> 全家便利商店 鳥松觀湖店
33933 >>> 全家便利商店 鳥松志榛店
33934 >>> 全家便利商店 鳥松仁美店
33937 >>> 全家便利商店 鳥松高庚店
33946 >>> 全家便利商店 林園海洋店
33951 >>> 美廉社 沿海
33953 >>> 7-ELEVEN 仁忠門市
33959 >>> Ok便利商店 鳳山鳳東店
33962 >>> 全家便利商店 鳳山東德店
33964 >>> 全家便利商店 鳳山鳳翔店
33965 >>> 全家便利商店 鳳山教勤店
33967 >>> 全家便利商店 鳳山瑞興店 
33968 >>> 全家便利商店 鳳山文山店
33969 >>> 全家便利商店 鳳山三誠店
33971 >>> 全家便利商店 鳳山金湯店
33972 >>> 全家便利商店 鳳山濱山店 
33979 >>> 全家便利商店 鳳山興仁店
33982 >>> 全家便利商店 鳳山聖王店 
34007 >>> 全家便利商店 鳳山繁華店
34011 >>> 全家便利商店 鳳山衡濱店
34026 >>> 7-ELEVEN 超全門市
34028 >>> 全家便利商店 鳳山武營店
34031 >>> 7-ELEVEN 旗山門市
34037 >>> 全家便利商店 大樹鳳荔店
34047 >>> 全家便利商店 美濃泰安店
34060 >>> 7-ELEVEN 仕豐門市
34062 >>> 蜜鄰便利商店 橋頭糖廠店
34063 >>> 萊爾富便利商店 梓官港口店
34064 >>> 7-ELEVEN 赤東店
34068 >>> 全家便利商店 高樹農會店
34071 >>> 全家便利商店 番路觸口店
34073 >>> 7-ELEVEN 巃頭門市
34075 >>> 全家便利商店 中埔檨仔林
34079 >>> 7-ELEVEN 番路門市
34083 >>> 全家便利商店 里港豪吉店
34088 >>> 7-ELEVEN 里港門市
34092 >>> 7-ELEVEN 東馳門市
34094 >>> 7-ELEVEN 池上門市
34100 >>> 全家便利商店 台東關山店
34102 >>> 全家便利商店 台東鹿野店
34103 >>> 7-ELEVEN 米鄉門市
34104 >>> 全家便利商店 鹿谷溪頭店
34108 >>> 全家便利商店 梅山公園店
34110 >>> 全家便利商店 竹崎中山店
34118 >>> 7-ELEVEN 雲梯門市 
34119 >>> 全家便利商店 古坑永光門市
34122 >>> 7-ELEVEN 新竹延平門市
34129 >>> 全家便利商店 竹山金竹店
34135 >>> 全家便利商店 內埔水門店
34136 >>> 全家便利商店 內埔屏科大店
34139 >>> 全家便利商店 大華店
34151 >>> 7-ELEVEN 新茄萣門市
